name,state,city,monthlyIncome,internetUsed,dataPackExpense,foodFuelExpensePercent,hasLoan,familyMembers,childrenCount,childrenStatus,cookingTogether,lpgRefillFrequency,earningMembers,dependentMembers,jobType,emergencyFundSource,facedEmergency,assets,hasLand,ownsVehicle,incomeCycle,savings,awareOfGovtScheme,pastLoanDefault,lpgPreference,lpgChallenges,cylinderPreference,score,risk_category
Person 73,Uttar Pradesh,Aligarh,8928,yes,200,51-75%,no,3,0,study,no,3-4 months,2,2,labourer,none,yes,mobile,no,no,weekly,200,yes,no,LPG,cost,5kg,584.6153846153845,Medium Risk
Person 45,Uttar Pradesh,Allahabad,6386,yes,0,25-50%,yes,8,0,working,yes,5-6 months,3,5,labourer,savings,no,mobile,no,no,daily,500,yes,yes,LPG,none,14kg,307.69230769230774,High Risk
Person_4570,Gujarat,Surat,10257,no,154,76-100%,no,6,0,study,yes,<1 month,3,3,farmer,family,no,"mobile,tv",yes,yes,weekly,67,yes,yes,LPG,cost,5kg,515.3846153846155,Medium Risk
Person 99,Uttar Pradesh,Allahabad,15589,no,200,25-50%,no,3,1,study,yes,3-4 months,3,0,cleaner,savings,no,vehicle,no,yes,weekly,0,no,yes,LPG,cost,14kg,653.8461538461539,Medium Risk
Person 26,Uttar Pradesh,Agra,18428,no,0,>75%,no,4,0,working,yes,1-2 months,2,3,domestic-worker,savings,yes,vehicle,yes,no,daily,500,yes,no,LPG,none,14kg,584.6153846153845,Medium Risk
Person 51,Maharashtra,Pune,13034,no,50,25-50%,yes,5,0,working,yes,5-6 months,3,2,cleaner,family,no,land,yes,yes,weekly,200,yes,no,LPG,availability,5kg,723.0769230769231,Low Risk
Person 91,Uttar Pradesh,Gorakhpur,5006,no,50,25-50%,yes,8,0,study,yes,1-2 months,3,6,labourer,savings,no,none,no,no,weekly,500,no,no,LPG,cost,14kg,376.92307692307696,High Risk
Person_7549,Bihar,Gaya,12353,yes,117,51-75%,yes,6,5,not study,no,1-2 months,5,1,part-time,family,yes,mobile,no,yes,daily,3233,no,yes,LPG,distance,14.2kg,446.1538461538462,Medium Risk
Person 4,Karnataka,Mangalore,5551,yes,50,>75%,yes,4,2,working,yes,3-4 months,3,3,vendor,none,no,vehicle,no,yes,weekly,200,yes,yes,LPG,cost,5kg,376.92307692307696,High Risk
Person 78,Uttar Pradesh,Kanpur,18927,no,200,25-50%,no,4,1,study,no,1-2 months,1,1,vendor,savings,no,none,yes,no,monthly,0,yes,no,LPG,none,14kg,723.0769230769231,Low Risk
Person_5053,Bihar,Begusarai,9722,no,174,0-25%,yes,8,4,study,no,1-2 months,1,7,self-employed,savings,yes,"mobile,fan",yes,yes,weekly,3640,no,no,LPG,cost,14.2kg,446.1538461538462,Medium Risk
Person_6893,Jharkhand,Ranchi,8026,no,102,76-100%,no,6,5,not study,no,1-2 months,5,1,self-employed,family,no,"mobile,fan",no,no,daily,3960,no,no,LPG,cost,5kg,792.3076923076924,Low Risk
Person_8534,Gujarat,Bhavnagar,12709,yes,18,26-50%,no,4,0,study,yes,>2 months,3,1,daily-wager,savings,yes,"mobile,fan",yes,no,daily,1271,no,no,LPG,distance,5kg,653.8461538461539,Medium Risk
Person 73,Karnataka,Mangalore,18046,yes,0,51-75%,yes,4,2,study,no,5-6 months,1,1,daily-wager,savings,yes,land,no,yes,daily,500,yes,yes,LPG,none,5kg,376.92307692307696,High Risk
Person 54,Maharashtra,Mumbai,7129,yes,200,>75%,no,3,0,working,no,1-2 months,1,2,daily-wager,none,yes,land,no,yes,daily,500,no,yes,LPG,cost,5kg,307.69230769230774,High Risk
Person_1945,Jharkhand,Ramgarh,13249,no,184,26-50%,no,3,2,study,yes,1-2 months,2,1,farmer,friends,yes,tv,yes,yes,daily,4336,no,yes,LPG,distance,14.2kg,515.3846153846155,Medium Risk
Person_9767,Rajasthan,Kota,6566,yes,43,26-50%,no,4,3,study,yes,<1 month,1,3,daily-wager,friends,yes,none,no,yes,weekly,2585,no,yes,LPG,none,5kg,376.92307692307696,High Risk
Person 90,Maharashtra,Pune,4012,yes,50,>75%,yes,3,1,working,yes,1-2 months,3,1,vendor,savings,no,vehicle,yes,yes,weekly,200,yes,no,LPG,cost,5kg,723.0769230769231,Low Risk
Person 78,Karnataka,Mangalore,6009,yes,100,25-50%,yes,5,0,study,yes,1-2 months,3,2,labourer,savings,no,mobile,yes,no,daily,200,yes,yes,LPG,cost,5kg,446.1538461538462,Medium Risk
Person_9231,Rajasthan,Alwar,10391,no,43,51-75%,no,7,3,study,no,>2 months,2,5,migrant-labour,friends,no,mobile,no,no,weekly,852,no,yes,LPG,distance,14.2kg,376.92307692307696,High Risk
Person 42,Karnataka,Belgaum,4204,yes,200,51-75%,no,8,3,working,yes,1-2 months,1,5,daily-wager,none,no,mobile,no,no,monthly,0,yes,yes,LPG,none,14kg,446.1538461538462,Medium Risk
Person_5014,Bihar,Gaya,10358,no,34,76-100%,no,8,0,not study,no,>2 months,5,3,part-time,friends,no,fan,no,yes,weekly,2986,no,no,LPG,availability,14.2kg,861.5384615384615,Low Risk
Person 39,Uttar Pradesh,Gorakhpur,18528,no,50,25-50%,yes,3,1,study,yes,1-2 months,1,1,vendor,none,no,none,no,no,daily,0,yes,no,LPG,none,14kg,584.6153846153845,Medium Risk
Person 60,Karnataka,Belgaum,4413,yes,200,51-75%,no,7,4,working,no,5-6 months,3,4,vendor,savings,yes,none,yes,yes,monthly,500,yes,yes,LPG,none,5kg,376.92307692307696,High Risk
Person_7476,Gujarat,Gandhinagar,10784,yes,0,26-50%,yes,7,4,study,yes,>2 months,1,6,daily-wager,friends,no,fan,yes,yes,weekly,1055,no,no,LPG,availability,14.2kg,584.6153846153845,Medium Risk
Person_8398,Gujarat,Ahmedabad,10628,yes,3,51-75%,yes,8,6,not study,yes,<1 month,4,4,daily-wager,friends,yes,"mobile,fan",no,no,daily,4470,yes,yes,LPG,distance,14.2kg,307.69230769230774,High Risk
Person_2840,Jharkhand,Dhanbad,14126,yes,162,0-25%,yes,8,2,study,no,<1 month,3,5,self-employed,money-lender,no,none,no,yes,weekly,256,no,yes,LPG,distance,14.2kg,376.92307692307696,High Risk
Person 39,Maharashtra,Mumbai,14302,yes,200,25-50%,yes,7,2,study,no,5-6 months,1,4,driver,none,yes,land,yes,yes,daily,500,no,no,LPG,none,14kg,446.1538461538462,Medium Risk
Person_3686,Bihar,Gaya,12203,no,95,0-25%,no,7,2,study,yes,1-2 months,5,2,farmer,savings,yes,fan,yes,no,daily,4992,yes,yes,LPG,availability,14.2kg,515.3846153846155,Medium Risk
Person_7938,Jharkhand,Dhanbad,8041,yes,68,26-50%,no,5,3,study,yes,1-2 months,3,2,unemployed,money-lender,no,tv,no,yes,monthly,4266,yes,no,LPG,distance,14.2kg,1000.0,Low Risk
Person_8475,Gujarat,Jamnagar,3543,yes,79,0-25%,yes,5,3,study,yes,1-2 months,2,3,self-employed,friends,yes,mobile,yes,yes,monthly,1897,no,yes,LPG,none,5kg,169.23076923076923,High Risk
Person 39,Uttar Pradesh,Gorakhpur,18528,no,50,25-50%,yes,3,1,study,yes,1-2 months,1,1,vendor,none,no,none,no,no,daily,0,yes,no,LPG,none,14kg,584.6153846153845,Medium Risk
Person_4187,Gujarat,Surat,5548,no,170,76-100%,no,4,2,study,yes,1-2 months,3,1,migrant-labour,money-lender,yes,none,no,yes,monthly,2605,no,yes,LPG,availability,14.2kg,446.1538461538462,Medium Risk
Person 15,Karnataka,Mysuru,10324,no,0,51-75%,yes,8,3,working,no,5-6 months,3,6,cleaner,family,no,land,yes,yes,monthly,1000,yes,no,LPG,availability,14kg,584.6153846153845,Medium Risk
Person_3110,Rajasthan,Jodhpur,12948,no,191,76-100%,yes,6,2,not study,no,>2 months,5,1,unemployed,family,no,"mobile,fan",yes,yes,weekly,2649,no,no,LPG,availability,14.2kg,723.0769230769231,Low Risk
Person_1722,Jharkhand,Hazaribagh,12157,yes,6,76-100%,no,8,1,study,no,<1 month,6,2,migrant-labour,savings,no,"mobile,fan",yes,no,daily,840,no,yes,LPG,none,14.2kg,584.6153846153845,Medium Risk
Person_6840,Jharkhand,Giridih,13298,yes,71,26-50%,yes,2,1,not study,yes,<1 month,1,1,daily-wager,friends,yes,"mobile,tv",yes,no,monthly,1399,no,no,LPG,cost,5kg,376.92307692307696,High Risk
Person_9611,Rajasthan,Bhilwara,12094,no,30,76-100%,no,2,1,study,yes,<1 month,1,1,daily-wager,savings,yes,none,yes,yes,monthly,3926,no,yes,LPG,distance,14.2kg,376.92307692307696,High Risk
Person 34,Uttar Pradesh,Varanasi,19018,no,0,25-50%,no,8,2,study,yes,5-6 months,3,6,domestic-worker,savings,no,land,yes,yes,daily,1000,yes,yes,LPG,none,5kg,584.6153846153845,Medium Risk
Person 88,Uttar Pradesh,Kanpur,10407,no,0,<25%,no,6,3,study,yes,5-6 months,1,3,vendor,savings,no,none,no,no,monthly,0,no,yes,LPG,cost,14kg,376.92307692307696,High Risk
Person 67,Uttar Pradesh,Agra,12390,yes,0,51-75%,yes,8,0,working,yes,1-2 months,1,5,labourer,family,yes,land,no,yes,monthly,0,yes,yes,LPG,cost,5kg,307.69230769230774,High Risk
Person_5165,Gujarat,Vadodara,3037,no,164,51-75%,yes,8,5,not study,yes,>2 months,6,2,migrant-labour,friends,no,tv,no,no,weekly,3177,no,no,LPG,availability,5kg,584.6153846153845,Medium Risk
Person_9188,Gujarat,Ahmedabad,11427,yes,17,76-100%,yes,5,4,study,yes,>2 months,2,3,daily-wager,savings,yes,"mobile,tv",no,yes,daily,2090,yes,yes,LPG,distance,14.2kg,376.92307692307696,High Risk
Person_3123,Rajasthan,Bikaner,10246,no,128,51-75%,yes,2,1,not study,no,<1 month,1,1,daily-wager,family,yes,none,no,yes,monthly,1431,yes,no,LPG,distance,14.2kg,446.1538461538462,Medium Risk
Person_5562,Gujarat,Surat,13728,no,79,26-50%,no,2,1,not study,no,1-2 months,1,1,self-employed,money-lender,no,tv,yes,no,weekly,1771,no,no,LPG,none,14.2kg,584.6153846153845,Medium Risk
Person 14,Uttar Pradesh,Jhansi,19549,yes,100,>75%,yes,3,1,working,no,5-6 months,2,2,vendor,family,no,vehicle,yes,no,daily,200,no,no,LPG,none,14kg,584.6153846153845,Medium Risk
Person_8354,Gujarat,Vadodara,7143,yes,0,51-75%,yes,3,2,not study,no,1-2 months,2,1,migrant-labour,friends,no,mobile,no,yes,weekly,2001,yes,no,LPG,none,14.2kg,792.3076923076924,Low Risk
Person_4062,Jharkhand,Ramgarh,8075,no,128,51-75%,no,5,4,not study,yes,<1 month,3,2,self-employed,friends,yes,mobile,yes,yes,daily,2694,no,no,LPG,cost,14.2kg,723.0769230769231,Low Risk
Person 72,Uttar Pradesh,Gorakhpur,11640,yes,200,>75%,no,6,3,working,no,5-6 months,3,4,driver,savings,yes,none,no,yes,monthly,0,no,yes,LPG,none,5kg,376.92307692307696,High Risk
Person 69,Karnataka,Bengaluru,9696,no,0,25-50%,yes,8,1,working,yes,5-6 months,3,7,daily-wager,savings,no,mobile,no,yes,monthly,0,yes,no,LPG,none,14kg,584.6153846153845,Medium Risk
Person_2494,Bihar,Arrah,10665,yes,4,0-25%,yes,4,1,not study,no,1-2 months,3,1,daily-wager,friends,yes,"mobile,fan",yes,yes,monthly,4838,yes,yes,LPG,availability,14.2kg,515.3846153846155,Medium Risk
Person_8148,Bihar,Begusarai,8347,no,21,26-50%,no,4,3,not study,no,>2 months,1,3,unemployed,money-lender,no,"mobile,fan",no,no,daily,186,no,yes,LPG,cost,5kg,376.92307692307696,High Risk
Person_2372,Gujarat,Bhavnagar,7126,no,171,76-100%,yes,3,2,study,no,>2 months,1,2,part-time,savings,yes,mobile,yes,yes,daily,573,yes,yes,LPG,availability,5kg,169.23076923076923,High Risk
Person 84,Uttar Pradesh,Meerut,12935,yes,50,51-75%,yes,5,2,working,no,1-2 months,2,3,domestic-worker,none,yes,none,yes,no,monthly,500,yes,no,LPG,cost,5kg,446.1538461538462,Medium Risk
Person 16,Uttar Pradesh,Agra,17091,yes,50,51-75%,yes,4,2,working,no,5-6 months,1,2,vendor,family,yes,none,yes,yes,daily,0,no,yes,LPG,none,5kg,307.69230769230774,High Risk
Person_2709,Gujarat,Ahmedabad,10743,no,78,0-25%,yes,4,1,not study,no,1-2 months,2,2,migrant-labour,savings,no,tv,no,yes,daily,1612,yes,yes,LPG,availability,14.2kg,376.92307692307696,High Risk
Person 81,Uttar Pradesh,Lucknow,16945,yes,100,>75%,yes,6,0,study,yes,1-2 months,3,4,security-guard,none,no,mobile,yes,no,weekly,500,no,yes,LPG,cost,5kg,376.92307692307696,High Risk
Person_1145,Rajasthan,Jaipur,13473,yes,112,0-25%,no,4,2,not study,no,<1 month,2,2,farmer,friends,no,none,yes,yes,daily,4851,no,no,LPG,availability,14.2kg,792.3076923076924,Low Risk
Person 15,Uttar Pradesh,Jhansi,4399,no,100,25-50%,no,8,3,working,no,1-2 months,2,5,labourer,family,no,vehicle,yes,yes,monthly,500,yes,yes,LPG,cost,5kg,446.1538461538462,Medium Risk
Person 87,Uttar Pradesh,Bareilly,14842,no,100,25-50%,no,7,1,study,no,3-4 months,2,6,domestic-worker,savings,yes,vehicle,no,yes,monthly,500,no,yes,LPG,availability,5kg,307.69230769230774,High Risk
Person 29,Karnataka,Hubli,19213,yes,100,<25%,no,5,3,working,no,5-6 months,3,2,labourer,savings,yes,vehicle,no,no,weekly,1000,no,yes,LPG,none,14kg,515.3846153846155,Medium Risk
Person 95,Karnataka,Belgaum,4909,yes,50,>75%,yes,4,2,working,no,5-6 months,3,2,security-guard,none,no,land,no,no,monthly,0,yes,no,LPG,cost,5kg,653.8461538461539,Medium Risk
Person_4376,Bihar,Patna,8013,no,7,0-25%,yes,2,1,not study,yes,>2 months,1,1,self-employed,money-lender,no,mobile,no,yes,daily,1950,yes,no,LPG,none,14.2kg,584.6153846153845,Medium Risk
Person_9553,Rajasthan,Sikar,6315,no,184,26-50%,no,2,1,study,yes,1-2 months,1,1,part-time,friends,yes,fan,yes,yes,monthly,488,no,yes,LPG,distance,14.2kg,238.46153846153848,High Risk
Person_2513,Gujarat,Jamnagar,7628,yes,56,0-25%,no,5,2,study,yes,<1 month,2,3,self-employed,friends,no,"mobile,fan",no,no,daily,240,no,yes,LPG,cost,5kg,376.92307692307696,High Risk
Person_8171,Gujarat,Ahmedabad,9084,yes,184,76-100%,no,4,3,study,yes,>2 months,3,1,daily-wager,friends,no,tv,yes,yes,weekly,4998,no,no,LPG,none,14.2kg,930.7692307692308,Low Risk
Person_4367,Gujarat,Surat,12740,yes,71,0-25%,yes,3,2,not study,yes,>2 months,1,2,unemployed,money-lender,no,none,no,yes,monthly,924,no,no,LPG,none,5kg,584.6153846153845,Medium Risk
Person 90,Maharashtra,Pune,4012,yes,50,>75%,yes,3,1,working,yes,1-2 months,3,1,vendor,savings,no,vehicle,yes,yes,weekly,200,yes,no,LPG,cost,5kg,723.0769230769231,Low Risk
Person 44,Karnataka,Bengaluru,6007,no,50,>75%,yes,4,2,working,yes,3-4 months,1,3,vendor,none,yes,none,yes,no,weekly,500,no,no,LPG,availability,5kg,238.46153846153848,High Risk
Person 13,Maharashtra,Nashik,11262,yes,200,>75%,yes,4,0,working,no,3-4 months,2,1,vendor,savings,no,none,yes,yes,daily,1000,no,yes,LPG,none,5kg,515.3846153846155,Medium Risk
Person_2691,Jharkhand,Ramgarh,9096,yes,73,26-50%,no,5,2,not study,yes,<1 month,4,1,self-employed,money-lender,yes,mobile,no,no,monthly,110,no,no,LPG,distance,14.2kg,653.8461538461539,Medium Risk
Person_3741,Jharkhand,Ramgarh,10940,no,174,76-100%,yes,7,3,study,yes,1-2 months,4,3,unemployed,family,no,"mobile,fan",yes,no,weekly,1246,no,yes,LPG,cost,14.2kg,376.92307692307696,High Risk
Person 44,Uttar Pradesh,Jhansi,16911,no,50,25-50%,yes,8,3,working,no,1-2 months,1,6,domestic-worker,family,no,vehicle,yes,no,weekly,0,yes,yes,LPG,availability,5kg,376.92307692307696,High Risk
Person_4435,Rajasthan,Bhilwara,10386,yes,53,51-75%,yes,8,7,study,no,<1 month,2,6,migrant-labour,money-lender,no,none,yes,yes,weekly,2164,yes,yes,LPG,cost,14.2kg,515.3846153846155,Medium Risk
Person_1275,Bihar,Darbhanga,3814,yes,6,0-25%,yes,5,0,not study,yes,1-2 months,2,3,self-employed,friends,yes,"mobile,fan",no,yes,weekly,4741,yes,yes,LPG,distance,14.2kg,307.69230769230774,High Risk
Person_3476,Jharkhand,Jamshedpur,10202,no,102,26-50%,no,4,1,study,no,1-2 months,2,2,daily-wager,money-lender,no,mobile,no,no,monthly,2027,yes,yes,LPG,cost,14.2kg,515.3846153846155,Medium Risk
Person_3155,Bihar,Darbhanga,5454,no,153,0-25%,yes,4,2,study,no,1-2 months,2,2,unemployed,family,no,fan,no,no,daily,504,yes,yes,LPG,none,14.2kg,238.46153846153848,High Risk
Person 75,Uttar Pradesh,Kanpur,7652,no,0,<25%,yes,8,4,study,yes,1-2 months,1,5,driver,none,no,land,no,yes,daily,200,no,yes,LPG,cost,14kg,238.46153846153848,High Risk
Person_7373,Bihar,Gaya,6796,yes,67,0-25%,yes,6,4,study,yes,1-2 months,5,1,migrant-labour,money-lender,no,"mobile,tv",yes,yes,daily,654,yes,yes,LPG,cost,5kg,515.3846153846155,Medium Risk
Person_4438,Bihar,Purnia,14262,no,106,26-50%,yes,6,0,not study,no,1-2 months,2,4,unemployed,friends,yes,tv,no,yes,weekly,1520,yes,yes,LPG,cost,14.2kg,238.46153846153848,High Risk
Person 94,Karnataka,Bengaluru,16914,yes,100,25-50%,no,8,0,working,no,5-6 months,1,7,vendor,family,no,vehicle,no,yes,weekly,200,no,no,LPG,none,5kg,792.3076923076924,Low Risk
Person_8421,Jharkhand,Jamshedpur,5036,no,114,76-100%,no,3,1,not study,no,<1 month,1,2,daily-wager,money-lender,no,tv,no,yes,daily,557,yes,yes,LPG,availability,14.2kg,446.1538461538462,Medium Risk
Person_5148,Jharkhand,Deoghar,10982,yes,112,76-100%,yes,3,0,not study,no,1-2 months,1,2,daily-wager,savings,no,fan,no,yes,daily,2902,yes,no,LPG,none,14.2kg,723.0769230769231,Low Risk
Person_9538,Jharkhand,Ranchi,14726,yes,74,26-50%,yes,8,2,study,no,>2 months,6,2,farmer,family,no,"mobile,tv",no,no,monthly,1947,no,no,LPG,availability,5kg,653.8461538461539,Medium Risk
Person_1739,Bihar,Muzaffarpur,7732,yes,200,76-100%,no,3,2,not study,yes,>2 months,2,1,part-time,savings,no,"mobile,fan",no,no,daily,3445,no,yes,LPG,cost,14.2kg,584.6153846153845,Medium Risk
Person_3412,Bihar,Begusarai,9656,yes,175,26-50%,no,3,1,study,yes,<1 month,1,2,self-employed,money-lender,no,"mobile,fan",yes,yes,monthly,2850,yes,no,LPG,availability,14.2kg,861.5384615384615,Low Risk
Person 67,Uttar Pradesh,Agra,12390,yes,0,51-75%,yes,8,0,working,yes,1-2 months,1,5,labourer,family,yes,land,no,yes,monthly,0,yes,yes,LPG,cost,5kg,307.69230769230774,High Risk
Person_7373,Bihar,Gaya,6796,yes,67,0-25%,yes,6,4,study,yes,1-2 months,5,1,migrant-labour,money-lender,no,"mobile,tv",yes,yes,daily,654,yes,yes,LPG,cost,5kg,515.3846153846155,Medium Risk
Person_1033,Rajasthan,Kota,6918,yes,104,26-50%,yes,8,1,study,no,1-2 months,7,1,migrant-labour,friends,no,fan,no,no,monthly,1519,yes,yes,LPG,none,5kg,446.1538461538462,Medium Risk
Person_7342,Rajasthan,Jaipur,5962,no,2,51-75%,yes,5,3,not study,yes,>2 months,3,2,farmer,savings,yes,"mobile,tv",no,no,weekly,3926,yes,no,LPG,none,14.2kg,515.3846153846155,Medium Risk
Person_8360,Bihar,Muzaffarpur,11890,no,127,0-25%,no,7,2,study,yes,<1 month,6,1,daily-wager,family,no,"mobile,tv",no,yes,weekly,4024,no,yes,LPG,cost,14.2kg,653.8461538461539,Medium Risk
Person_6323,Gujarat,Rajkot,10227,no,87,51-75%,no,8,1,study,yes,<1 month,5,3,self-employed,money-lender,no,fan,no,no,daily,497,yes,yes,LPG,none,14.2kg,584.6153846153845,Medium Risk
Person_7357,Rajasthan,Pali,8213,yes,77,26-50%,no,7,3,not study,no,1-2 months,1,6,daily-wager,family,no,fan,no,no,weekly,4125,yes,no,LPG,cost,14.2kg,792.3076923076924,Low Risk
Person 63,Uttar Pradesh,Meerut,14919,yes,0,>75%,yes,6,1,study,yes,5-6 months,2,5,domestic-worker,family,yes,land,no,no,monthly,0,yes,no,LPG,cost,5kg,446.1538461538462,Medium Risk
Person_2198,Bihar,Patna,10408,yes,62,51-75%,no,3,2,study,no,>2 months,2,1,part-time,friends,no,none,yes,no,monthly,150,yes,yes,LPG,distance,14.2kg,653.8461538461539,Medium Risk
Person_7519,Rajasthan,Pali,8224,no,62,26-50%,yes,2,0,not study,no,1-2 months,1,1,daily-wager,family,no,"mobile,tv",no,yes,daily,2747,no,yes,LPG,availability,5kg,376.92307692307696,High Risk
Person_5106,Rajasthan,Kota,11156,no,37,0-25%,yes,3,0,study,no,<1 month,1,2,farmer,money-lender,yes,fan,no,yes,daily,4667,no,no,LPG,cost,5kg,446.1538461538462,Medium Risk
Person_6893,Jharkhand,Ranchi,8026,no,102,76-100%,no,6,5,not study,no,1-2 months,5,1,self-employed,family,no,"mobile,fan",no,no,daily,3960,no,no,LPG,cost,5kg,792.3076923076924,Low Risk
Person_8148,Bihar,Begusarai,8347,no,21,26-50%,no,4,3,not study,no,>2 months,1,3,unemployed,money-lender,no,"mobile,fan",no,no,daily,186,no,yes,LPG,cost,5kg,376.92307692307696,High Risk
Person_2695,Rajasthan,Bhilwara,6014,no,12,76-100%,yes,3,0,study,no,>2 months,1,2,self-employed,family,no,"mobile,fan",no,yes,monthly,106,no,yes,LPG,cost,5kg,238.46153846153848,High Risk
Person_4734,Jharkhand,Bokaro,12578,no,183,26-50%,no,8,3,not study,no,>2 months,7,1,unemployed,friends,yes,"mobile,fan",no,yes,monthly,1148,no,no,LPG,availability,5kg,653.8461538461539,Medium Risk
Person_1652,Gujarat,Jamnagar,11866,yes,120,76-100%,no,5,0,not study,yes,<1 month,2,3,daily-wager,family,no,tv,yes,no,weekly,1226,no,yes,LPG,distance,5kg,446.1538461538462,Medium Risk
Person_2526,Bihar,Darbhanga,8277,yes,124,26-50%,no,2,0,study,no,1-2 months,1,1,daily-wager,savings,yes,fan,yes,no,daily,1296,no,yes,LPG,distance,14.2kg,307.69230769230774,High Risk
Person_2849,Bihar,Arrah,5932,no,88,51-75%,yes,5,3,not study,no,>2 months,4,1,migrant-labour,savings,no,fan,yes,no,weekly,4298,yes,yes,LPG,cost,14.2kg,446.1538461538462,Medium Risk
Person_8421,Jharkhand,Jamshedpur,5036,no,114,76-100%,no,3,1,not study,no,<1 month,1,2,daily-wager,money-lender,no,tv,no,yes,daily,557,yes,yes,LPG,availability,14.2kg,446.1538461538462,Medium Risk
Person 42,Karnataka,Belgaum,4204,yes,200,51-75%,no,8,3,working,yes,1-2 months,1,5,daily-wager,none,no,mobile,no,no,monthly,0,yes,yes,LPG,none,14kg,446.1538461538462,Medium Risk
Person_5732,Jharkhand,Bokaro,13898,no,26,26-50%,no,3,2,study,yes,>2 months,1,2,self-employed,family,no,none,no,no,weekly,2634,yes,yes,LPG,cost,14.2kg,515.3846153846155,Medium Risk
Person 51,Maharashtra,Pune,13034,no,50,25-50%,yes,5,0,working,yes,5-6 months,3,2,cleaner,family,no,land,yes,yes,weekly,200,yes,no,LPG,availability,5kg,723.0769230769231,Low Risk
Person_5873,Jharkhand,Ramgarh,13366,no,30,51-75%,yes,3,0,study,yes,<1 month,2,1,self-employed,friends,yes,none,no,yes,weekly,1558,yes,no,LPG,cost,14.2kg,584.6153846153845,Medium Risk
Person_8117,Rajasthan,Ajmer,4843,yes,44,0-25%,no,7,0,not study,no,<1 month,2,5,self-employed,family,yes,none,yes,no,monthly,4974,yes,no,LPG,distance,14.2kg,584.6153846153845,Medium Risk
Person 47,Maharashtra,Mumbai,6145,no,0,51-75%,no,5,2,working,yes,5-6 months,3,2,labourer,none,no,mobile,yes,yes,monthly,500,yes,no,LPG,availability,5kg,792.3076923076924,Low Risk
Person 13,Uttar Pradesh,Gorakhpur,19825,yes,50,<25%,no,6,4,study,yes,3-4 months,3,3,vendor,family,yes,mobile,yes,no,monthly,200,yes,no,LPG,cost,5kg,653.8461538461539,Medium Risk
Person 59,Karnataka,Bengaluru,14322,no,50,51-75%,no,4,0,study,yes,1-2 months,1,2,domestic-worker,savings,no,land,no,yes,daily,0,yes,no,LPG,none,14kg,723.0769230769231,Low Risk
Person_7517,Bihar,Purnia,3711,no,138,0-25%,yes,3,2,study,yes,>2 months,2,1,farmer,family,no,tv,no,no,weekly,2397,no,yes,LPG,cost,5kg,376.92307692307696,High Risk
Person_6526,Gujarat,Bhavnagar,4075,yes,78,51-75%,yes,7,0,study,yes,<1 month,3,4,unemployed,friends,no,none,yes,no,daily,4856,no,yes,LPG,none,5kg,307.69230769230774,High Risk
Person 29,Karnataka,Hubli,19213,yes,100,<25%,no,5,3,working,no,5-6 months,3,2,labourer,savings,yes,vehicle,no,no,weekly,1000,no,yes,LPG,none,14kg,515.3846153846155,Medium Risk
Person_3857,Bihar,Gaya,14942,yes,167,51-75%,no,6,3,not study,yes,>2 months,2,4,migrant-labour,family,no,tv,no,no,weekly,1529,no,no,LPG,availability,5kg,653.8461538461539,Medium Risk
Person 66,Uttar Pradesh,Lucknow,7142,no,200,<25%,no,3,1,working,yes,5-6 months,2,2,labourer,savings,no,mobile,yes,no,weekly,200,no,yes,LPG,cost,5kg,307.69230769230774,High Risk
Person 63,Karnataka,Mysuru,18952,yes,50,25-50%,yes,6,2,study,yes,5-6 months,3,3,daily-wager,family,no,mobile,no,yes,daily,0,yes,no,LPG,cost,14kg,723.0769230769231,Low Risk
Person 80,Uttar Pradesh,Bareilly,7026,yes,100,>75%,yes,4,0,study,yes,5-6 months,2,3,vendor,none,no,land,yes,yes,daily,1000,no,yes,LPG,none,5kg,307.69230769230774,High Risk
Person 92,Uttar Pradesh,Bareilly,6373,yes,0,>75%,no,6,2,working,no,1-2 months,1,4,labourer,none,no,land,yes,yes,daily,0,yes,yes,LPG,none,5kg,515.3846153846155,Medium Risk
Person_9559,Rajasthan,Jaipur,8594,yes,117,51-75%,yes,8,2,study,yes,1-2 months,7,1,part-time,family,no,mobile,no,yes,monthly,4550,yes,yes,LPG,distance,5kg,653.8461538461539,Medium Risk
Person 25,Karnataka,Belgaum,16313,no,100,<25%,no,3,1,study,no,1-2 months,2,2,domestic-worker,family,yes,none,no,no,monthly,200,no,no,LPG,cost,5kg,515.3846153846155,Medium Risk
Person_2749,Gujarat,Surat,7433,yes,104,0-25%,yes,2,0,study,no,>2 months,1,1,self-employed,family,no,tv,yes,yes,daily,4265,yes,no,LPG,cost,14.2kg,653.8461538461539,Medium Risk
Person_8689,Jharkhand,Ramgarh,4674,no,66,26-50%,yes,7,0,not study,yes,>2 months,5,2,migrant-labour,savings,yes,fan,yes,no,daily,4201,no,no,LPG,availability,14.2kg,446.1538461538462,Medium Risk
Person_5106,Rajasthan,Kota,11156,no,37,0-25%,yes,3,0,study,no,<1 month,1,2,farmer,money-lender,yes,fan,no,yes,daily,4667,no,no,LPG,cost,5kg,446.1538461538462,Medium Risk
Person_4840,Bihar,Bhagalpur,14536,yes,101,26-50%,yes,6,4,not study,yes,1-2 months,2,4,daily-wager,savings,yes,fan,yes,yes,weekly,2102,yes,no,LPG,distance,5kg,584.6153846153845,Medium Risk
